Start,End,Distance
76249,76239,22.9
76239,76039,23.2
76039,76109,23.5
76109,76099,24.0
76099,76089,24.5
76089,76079,25.0
76079,76061,25.6
76061,76051,26.1
76051,75019,26.9
75009,76059,0.6
76059,76131,0.9
76131,76141,1.3
76141,76151,1.5
76151,76161,1.9
76161,76171,2.3
76171,76091,2.7
76091,76101,3.1
76101,76231,3.7
76231,76241,4.0
76241,98011,4.6
98011,98091,5.0
98091,78211,5.5
78211,78201,5.9
78201,78229,6.4
78229,78111,6.9
78111,78101,7.3
78101,77371,8.0
77371,77321,8.2
77321,77021,8.5
77021,77011,8.9
77011,77069,9.2
77069,77301,9.5
77301,77311,9.7
77311,77161,9.9
77161,77281,10.0
77281,77331,10.4
77289,77169,9.5
77169,77319,9.7
77319,77309,10.0
77309,77061,10.2
77061,78049,10.4
78049,77019,10.6
77019,77029,11.0
77029,77329,11.2
77329,77379,11.4
77379,77009,11.8
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,04167,2.1
04167,04249,2.4
04249,05029,2.8
05029,04222,3.4
04222,04211,3.7
04211,04331,4.0
04331,13109,4.3
13109,13211,4.6
13211,06151,5.2
06151,06141,5.7
06141,06131,6.0
06131,13121,6.3
13121,13141,6.7
13141,13191,7.3
13191,09048,8.0
09048,09038,8.6
09038,08138,9.0
08138,08057,9.4
08057,08079,9.9
08079,07011,10.1
07011,07021,10.5
07021,40011,11.0
40011,42151,21.8
42151,42161,22.1
42161,42171,22.5
42171,42181,22.8
42181,42191,23.2
42191,43201,23.5
43201,43191,24.1
43191,43181,24.5
43181,43171,24.9
43171,43419,25.5
43419,43469,26.1
43469,43601,26.5
43601,43571,26.9
43571,43581,27.3
43581,43521,27.9
43521,44129,29.5
44129,44449,29.9
44449,44459,30.3
44459,44521,30.6
44521,44511,30.9
44511,44689,31.2
44689,44629,31.5
44629,44509,31.9
44509,44499,32.3
44499,45231,32.6
45231,45241,33.1
45241,45251,33.4
45251,45311,33.8
45311,45261,34.0
45261,45271,34.3
45271,45321,34.8
45321,45389,35.3
45389,45401,35.7
45401,45411,35.9
45411,45421,36.2
45421,45439,36.4
45439,45399,36.6
45399,45329,37.1
45329,45351,37.4
45351,45371,37.8
45371,45361,38.2
45361,45301,38.6
75009,76191,0.5
76191,76201,0.8
76201,76211,1.1
76211,76221,1.4
76221,76231,1.8
76231,76241,2.1
76241,98301,2.9
98301,98311,3.3
98311,97049,3.5
97049,97039,3.8
97039,97141,4.2
97141,97301,4.5
97301,97311,4.9
97311,97331,5.4
97331,97321,6.1
97321,97059,6.6
97059,98319,7.0
98319,98309,7.4
98309,76249,8.2
76249,76239,8.5
76239,76229,8.9
76229,76219,9.2
76219,76209,9.6
76209,76199,9.9
76199,75009,10.2
84009,84029,0.7
84029,84019,1.0
84019,83249,1.7
83249,83239,1.8
83239,93119,2.1
93119,93069,2.5
93069,93059,2.9
93059,92159,3.2
92159,92149,3.5
92149,92139,3.8
92139,92129,4.3
92129,92119,4.8
92119,92109,5.0
92109,92099,5.3
92099,92161,5.8
92161,82071,6.2
82071,82081,6.6
82081,82091,6.8
82091,82109,7.2
82109,81069,7.5
81069,81049,8.0
81049,81029,8.3
81029,81231,8.7
81231,81081,8.9
81081,81091,9.3
81091,70011,9.7
70011,70151,10.3
70151,70161,10.6
70161,70171,11.0
70171,70181,11.2
70181,70191,11.4
70191,70201,11.7
70201,70211,12.1
70211,70221,12.6
70221,70231,13.0
70231,70241,13.3
70241,70019,13.7
70019,81099,14.1
81099,81089,14.4
81089,81011,14.7
81011,81031,15.0
81031,81051,15.5
81051,82119,16.0
82119,82099,16.4
82099,82089,16.6
82089,82079,16.9
82079,92169,17.3
92169,92091,17.9
92091,92101,18.2
92101,92111,18.4
92111,92121,18.9
92121,92131,19.4
92131,92141,19.8
92141,92151,20.0
92151,93051,20.3
93051,93061,20.7
93061,93111,21.1
93111,83231,21.4
83231,84011,22.3
84011,84021,22.6
84021,84009,23.4
03239,03223,0.7
03223,03151,1.1
03151,03381,2.0
03381,03391,2.2
03391,03331,3.0
03331,03341,3.7
03341,03371,4.0
03371,03369,4.3
03369,03349,5.1
03349,03339,6.1
03339,03539,6.6
03539,03529,7.0
03529,03129,7.6
03129,03218,8.2
03218,03239,8.4
84009,84029,0.7
84029,84019,1.0
84019,83249,1.7
83249,83239,1.8
83239,93119,2.1
93119,93129,2.5
93129,93199,2.9
93199,93149,3.2
93149,93159,5.0
93159,93169,5.5
93169,93179,5.9
93179,93189,6.3
93189,92199,6.6
92199,92289,7.0
92289,92059,8.4
92059,92049,8.7
92049,92241,9.5
92241,92161,10.3
92161,82071,10.7
82071,81199,11.5
81199,81189,11.8
81189,81179,12.3
81179,80279,12.7
80279,91099,13.0
91099,91089,13.5
91089,91111,14.7
91111,91101,15.2
91101,92261,15.7
92261,92251,16.4
92251,92191,17.5
92191,93181,17.8
93181,93171,18.5
93171,93161,18.9
93161,93151,19.5
93151,93049,21.7
93049,93039,22.1
93039,93201,22.4
93201,93121,22.8
93121,93111,23.2
93111,83231,23.5
83231,84011,24.4
84011,84021,24.7
84021,84009,25.3
03239,03223,0.7
03223,03151,1.1
03151,03381,2.0
03381,03391,2.2
03391,03331,3.0
03331,03419,4.1
03419,03421,5.0
03421,03411,6.0
03411,03339,6.7
03339,03539,7.2
03539,03529,7.6
03529,03129,8.2
03129,03218,8.8
03218,03239,9.0
77009,77179,0.7
77179,77031,1.1
77031,77021,1.4
77021,77011,1.8
77011,77181,2.1
77181,77071,2.4
77071,77081,2.7
77081,77091,3.0
77091,77101,3.3
77101,77111,3.6
77111,77129,4.0
77129,77119,4.4
77119,77109,4.7
77109,77099,4.9
77099,77089,5.3
77089,77079,5.5
77079,77189,5.8
77189,78049,6.0
78049,77019,6.2
77019,77029,6.6
77029,77039,7.0
77039,77171,7.4
77171,77009,7.9
22009,22489,0.9
22489,21371,1.4
21371,27091,1.9
27091,27101,2.4
27101,27121,3.1
27121,31011,3.5
31011,31021,3.9
31021,31031,4.3
31031,31041,4.6
31041,31051,5.0
31051,31149,5.2
31149,31139,5.7
31139,31129,6.1
31129,31009,6.5
31009,31121,7.2
31121,31131,7.5
31131,31141,7.9
31141,31061,8.3
31061,31071,8.6
31071,31201,8.8
31201,31211,9.0
31211,31079,9.8
31079,31069,10.1
31069,31059,10.4
31059,31049,10.7
31049,31039,11.0
31039,31029,11.4
31029,31019,11.7
31019,27129,12.2
27129,27109,12.8
27109,27099,13.3
27099,21379,14.0
21379,22481,14.4
22481,22009,15.0
28009,28441,0.5
28441,28311,0.9
28311,28631,1.4
28631,28641,1.7
28641,28661,2.3
28661,28671,2.6
28671,28681,2.9
28681,28691,3.2
28691,28701,3.8
28701,28101,4.2
28101,42201,5.2
42201,42211,5.4
42211,42221,5.7
42221,42231,6.0
42231,42169,6.4
42169,42159,6.6
42159,42259,6.9
42259,42089,7.3
42089,42071,7.8
42071,42151,8.1
42151,42161,8.4
42161,42239,8.7
42239,42229,8.9
42229,42219,9.2
42219,42209,9.4
42209,28109,10.3
28109,28709,10.8
28709,28699,11.4
28699,28689,11.7
28689,28679,12.1
28679,28669,12.3
28669,28649,12.9
28649,28639,13.2
28639,28319,13.6
28319,28449,13.9
28449,28009,14.4
53009,53009,0.0
53009,53261,0.6
53261,53261,0.6
53261,53391,1.2
53391,53391,1.2
53391,53381,1.7
53381,53381,1.7
53381,53371,2.0
53371,53371,2.0
53371,53321,2.4
53321,53321,2.4
53321,53331,2.8
53331,53331,2.8
53331,53341,3.2
53341,53341,3.2
53341,53351,3.6
53351,53351,3.6
53351,53361,3.9
53361,53361,3.9
53361,53069,4.2
53069,53069,4.2
53069,53059,4.6
53059,53059,4.6
53059,53049,5.0
53049,53049,5.0
53049,53299,5.6
53299,53299,5.6
53299,53129,6.0
53129,53129,6.0
53129,53319,6.4
53319,53319,6.4
53319,53309,6.9
53309,53309,6.9
53309,53419,7.6
53419,53419,7.6
53419,53409,7.8
53409,53409,7.8
53409,53281,8.3
53281,53281,8.3
53281,53271,8.6
53271,53271,8.6
53271,53009,9.2
53009,53009,9.2
53009,53009,0.0
53009,53009,0.0
53009,53279,0.7
53279,53279,0.7
53279,53289,1.0
53289,53289,1.0
53289,53401,1.7
53401,53401,1.6
53401,53221,2.1
53221,53221,2.2
53221,53301,2.5
53301,53301,2.4
53301,53311,2.9
53311,53311,3.0
53311,53121,3.5
53121,53121,3.4
53121,53291,3.8
53291,53291,3.9
53291,53179,4.1
53179,53179,4.0
53179,53041,4.2
53041,53041,4.3
53041,53051,4.6
53051,53051,4.5
53051,53061,5.0
53061,53061,5.1
53061,53369,5.5
53369,53369,5.4
53369,53359,5.8
53359,53359,5.9
53359,53349,6.3
53349,53349,6.2
53349,53339,6.6
53339,53339,6.7
53339,53329,7.2
53329,53329,7.1
53329,53379,7.5
53379,53379,7.6
53379,53389,7.9
53389,53389,7.8
53389,53399,8.3
53399,53399,8.4
53399,53269,9.0
53269,53269,8.9
53269,53009,9.5
53009,53009,9.6
53009,53279,0.7
53279,53289,1.0
53289,53401,1.6
53401,53221,2.1
53221,53301,2.4
53301,53311,2.9
53311,53121,3.4
53121,53291,3.8
53291,53179,4.0
53179,53041,4.2
53041,53051,4.5
53051,53061,5.0
53061,53369,5.4
53369,53359,5.8
53359,53349,6.2
53349,53339,6.6
53339,53329,7.1
53329,53379,7.5
53379,53389,7.8
53389,53399,8.3
53399,53269,8.9
53269,53009,9.5
53009,53261,0.6
53261,53391,1.2
53391,53381,1.7
53381,53371,2.0
53371,53321,2.4
53321,53331,2.8
53331,53341,3.2
53341,53351,3.6
53351,53361,3.9
53361,53069,4.2
53069,53059,4.6
53059,53049,5.0
53049,53299,5.6
53299,53129,6.0
53129,53319,6.4
53319,53309,6.9
53309,53419,7.6
53419,53409,7.8
53409,53281,8.3
53281,53271,8.6
53271,53009,9.2
83321,83331,0.2
83331,83341,0.5
83341,83351,0.8
83351,83361,1.1
83361,83371,1.4
83371,83381,1.6
83381,83329,1.9
83329,83081,2.4
83081,83251,3.1
83251,83261,3.3
83261,83271,3.5
83271,83281,3.7
83281,83279,3.9
83279,83269,4.1
83269,83249,4.5
83249,83229,4.7
83229,83219,4.9
83219,83181,5.1
83181,83191,5.3
83191,83201,5.5
83201,83321,5.8
65009,65259,0.4
65259,65409,0.7
65409,65141,1.1
65141,65431,1.3
65431,67591,1.8
67591,67411,2.2
67411,67441,2.5
67441,67611,3.2
67611,67601,3.7
67601,67629,4.3
67629,64621,4.6
64621,64461,4.9
64461,66499,5.2
66499,66489,5.7
66489,64119,6.2
64119,64109,6.7
64109,63219,7.1
63219,63209,7.4
63209,63199,7.8
63199,63189,8.1
63189,63179,8.3
63179,63369,8.7
63369,66379,9.1
66379,66359,9.4
66359,62141,9.7
62141,62059,10.1
62059,62049,10.5
62049,62039,10.7
62039,62029,11.1
62029,62019,11.3
62019,70309,11.6
70309,70299,11.8
70299,70289,12.1
70289,70279,12.6
70279,70269,12.9
70269,70259,13.4
70259,81101,13.8
81101,81111,14.1
81111,82119,14.5
82119,82099,14.9
82099,82089,15.1
82089,82079,15.4
82079,92169,15.8
92169,92249,16.7
92249,92041,17.3
92041,92051,17.7
92051,92061,18.1
92061,92071,18.6
92071,92081,18.9
92081,93011,19.3
93011,93021,19.7
93021,93031,20.1
93031,93041,20.8
93041,93139,21.1
93139,94011,21.4
94011,94021,21.8
94021,94031,22.1
94031,94041,22.5
94041,94051,22.9
94051,94061,23.4
94061,94009,23.6
94009,94009,0.0
94009,94069,0.4
94069,94059,0.7
94059,94049,1.1
94049,94089,1.3
94089,94039,1.6
94039,94029,2.0
94029,94019,2.2
94019,93131,2.5
93131,93049,2.8
93049,93039,3.2
93039,93201,3.5
93201,93029,3.9
93029,93019,4.3
93019,92089,4.7
92089,92079,5.0
92079,92069,5.5
92069,92059,5.9
92059,92049,6.2
92049,92241,7.0
92241,92161,7.8
92161,82071,8.2
82071,82081,8.6
82081,82091,8.8
82091,81129,9.4
81129,81119,9.7
81119,81109,10.0
81109,70251,10.5
70251,70261,10.9
70261,70271,11.1
70271,70281,11.7
70281,70291,12.0
70291,70301,12.3
70301,62011,12.6
62011,62021,12.8
62021,62031,13.0
62031,62041,13.4
62041,62051,13.9
62051,62149,14.1
62149,66351,14.5
66351,66371,14.9
66371,63361,15.3
63361,63181,15.7
63181,63191,16.1
63191,63201,16.3
63201,63211,16.6
63211,64101,17.1
64101,64111,17.5
64111,66481,18.0
66481,66491,18.5
66491,64469,18.8
64469,64629,19.2
64629,67621,19.5
67621,67609,20.2
67609,67619,20.6
67619,67449,21.2
67449,67419,21.5
67419,67599,21.8
67599,65439,22.3
65439,65149,22.7
65149,65401,23.0
65401,65009,23.7
65009,65259,0.4
65259,65409,0.7
65409,65141,1.1
65141,65431,1.3
65431,67591,1.8
67591,67411,2.2
67411,67441,2.5
67441,67611,3.2
67611,67601,3.7
67601,67629,4.3
67629,64621,4.6
64621,64461,4.9
64461,66499,5.2
66499,66489,5.7
66489,64119,6.2
64119,64109,6.7
64109,63219,7.1
63219,63209,7.4
63209,63199,7.8
63199,63189,8.1
63189,63179,8.3
63179,63369,8.7
63369,63149,8.9
63149,62149,9.4
62149,66351,9.8
66351,66371,10.2
66371,63361,10.6
63361,63181,11.0
63181,63191,11.4
63191,63201,11.6
63201,63211,11.9
63211,64101,12.4
64101,64111,12.8
64111,66481,13.3
66481,66491,13.8
66491,64469,14.1
64469,64629,14.5
64629,67621,14.8
67621,67609,15.5
67609,67619,15.9
67619,67449,16.5
67449,67419,16.8
67419,67599,17.1
67599,65439,17.6
65439,65149,18.0
65149,65401,18.3
65401,65009,19.0
94009,94071,0.6
94071,85021,1.0
85021,85031,1.4
85031,85041,1.6
85041,85099,2.2
85099,84069,2.7
84069,84059,3.0
84059,84191,3.6
84191,84211,4.1
84211,84349,4.4
84349,84329,4.7
84329,84319,5.0
84319,84369,5.4
84369,72011,8.0
72011,71099,8.3
71099,71089,8.7
71089,71079,9.1
71079,71069,9.6
71069,71059,10.0
71059,62249,10.4
62249,62239,10.8
62239,63109,11.2
63109,63291,11.6
63291,63301,11.9
63301,62221,12.2
62221,62051,12.8
62051,62149,13.0
62149,62139,13.4
62139,66381,13.8
66381,66361,14.2
66361,66039,14.6
66039,66099,15.3
66099,54601,16.5
54601,54371,16.9
54371,54381,17.3
54381,54581,17.9
54581,54571,18.3
54571,54479,18.6
54479,54359,18.9
54359,54251,19.3
54251,55201,19.6
55201,55181,19.9
55181,55301,20.3
55301,55311,20.6
55311,55009,21.2
55009,55009,0.0
55009,55231,0.2
55231,55319,0.5
55319,55309,0.8
55309,55189,1.1
55189,55209,1.6
55209,54259,1.9
54259,54351,2.3
54351,54471,2.7
54471,54579,2.9
54579,54589,3.4
54589,54389,4.0
54389,54379,4.4
54379,54609,4.8
54609,54101,5.1
54101,66091,6.0
66091,66031,6.5
66031,66369,6.9
66369,66389,7.4
66389,62131,7.8
62131,62141,8.2
62141,62059,8.6
62059,62229,9.0
62229,63309,9.4
63309,63299,9.7
63299,63101,10.1
63101,62231,10.5
62231,62241,10.8
62241,71051,11.2
71051,71061,11.7
71061,71071,12.1
71071,71081,12.5
71081,71091,13.0
71091,72019,13.4
72019,84361,16.1
84361,84311,16.4
84311,84321,16.7
84321,84341,17.0
84341,84219,17.5
84219,84199,18.0
84199,84051,18.5
84051,84061,18.8
84061,85091,19.3
85091,85049,19.9
85049,85039,20.2
85039,85029,20.4
85029,85019,20.6
85019,94079,20.9
94079,94009,21.3
63291,63301,0.3
63301,62221,0.6
62221,62051,1.2
62051,62149,1.4
62149,62139,1.8
94009,94069,0.4
94069,94059,0.7
94059,84679,1.2
84679,84669,1.4
84669,84109,1.8
84109,84069,2.3
84069,84289,2.6
84289,84249,2.9
84249,84239,3.3
84239,84229,3.7
84229,84521,3.9
84521,84201,4.4
84201,75341,4.7
75341,75061,5.1
75061,76289,5.8
76289,75079,6.1
75079,75089,6.5
75089,75209,6.7
75209,75169,6.9
75169,75131,7.5
75131,75121,7.8
75121,75009,8.5
75009,75009,0.0
75009,75129,0.8
75129,75139,1.2
75139,75161,1.6
75161,75201,1.9
75201,75081,2.0
75081,75071,2.3
75071,76281,2.6
76281,75069,3.4
75069,75349,3.8
75349,84209,4.0
84209,84529,4.5
84529,84221,4.6
84221,84231,5.0
84231,84241,5.4
84241,84281,5.6
84281,84061,5.9
84061,84101,6.5
84101,84661,6.8
84661,84671,7.1
84671,94051,7.4
94051,94061,7.9
94061,94009,8.1
97009,96361,0.9
96361,96389,1.6
96389,96319,1.8
96319,96221,2.3
96221,96019,2.7
96019,85109,3.0
85109,85099,3.7
85099,84101,4.3
84101,84071,4.7
84071,84081,5.0
84081,84141,5.3
84141,84111,5.7
84111,84151,6.2
84151,93131,6.7
93131,93049,7.0
93049,93039,7.4
93039,93201,7.7
93201,93029,8.1
93029,93019,8.5
93019,92089,8.9
92089,92079,9.2
92079,92069,9.7
92069,92059,10.1
92059,92049,10.4
92049,92241,11.2
92241,92101,11.5
92101,92111,11.7
92111,92121,12.2
92121,92279,12.7
92279,92061,12.9
92061,92071,13.4
92071,92081,13.7
92081,93011,14.1
93011,93021,14.5
93021,93031,15.1
93031,93041,15.6
93041,93139,15.9
93139,84159,16.3
84159,84119,16.8
84119,84149,17.2
84149,84089,17.4
84089,84079,17.7
84079,84109,18.1
84109,85091,18.7
85091,85101,19.3
85101,96229,20.2
96229,96311,20.7
96311,96381,20.9
96381,96401,21.6
96401,97009,22.4
84431,85079,0.2
85079,85089,0.4
85089,85069,0.7
85069,85059,1.0
85059,85099,1.5
85099,84101,2.1
84101,84661,2.4
84661,84671,2.7
84671,94049,2.9
94049,94089,3.1
94089,94039,3.4
94039,94029,3.8
94029,94019,4.0
94019,93131,4.3
93131,93049,4.6
93049,93039,5.0
93039,93201,5.3
93201,93029,5.7
93029,93019,6.1
93019,92089,6.5
92089,92079,6.8
92079,92069,7.3
92069,92059,7.7
92059,92049,8.0
92049,92241,8.8
92241,92099,9.1
92099,82059,9.4
82059,01541,15.0
01541,07551,15.4
07551,07531,15.7
07531,40011,16.1
40011,40271,16.6
40271,40021,17.1
40021,40031,17.4
40031,40041,17.7
40041,40051,18.1
40051,40111,18.5
40111,40071,18.9
40071,40081,19.3
40081,40091,19.6
40091,41011,20.1
41011,41021,20.5
41021,41119,21.0
41119,41109,21.3
41109,11119,21.7
11119,11109,22.0
11109,11099,22.3
11099,11231,22.9
11231,11419,23.6
11419,11389,24.3
11389,11379,24.5
11379,11379,0.0
11379,11381,0.3
11381,11401,0.6
11401,11239,1.7
11239,11091,2.0
11091,11101,2.5
11101,11111,2.8
11111,41101,3.0
41101,41111,3.4
41111,41029,4.1
41029,41019,4.6
41019,40099,5.0
40099,40089,5.5
40089,40079,5.8
40079,40119,6.1
40119,40069,6.3
40069,40059,6.6
40059,40049,7.0
40049,40039,7.3
40039,40029,7.6
40029,40279,8.0
40279,40019,8.5
40019,07539,8.9
07539,07589,9.3
07589,01559,9.6
01559,01549,9.8
01549,82051,15.0
82051,92249,15.7
92249,92041,16.3
92041,92051,16.7
92051,92061,17.1
92061,92071,17.6
92071,92081,17.9
92081,93011,18.3
93011,93021,18.7
93021,93031,19.1
93031,93041,19.8
93041,93139,20.1
93139,94011,20.4
94011,94021,20.8
94021,94031,21.1
94031,94041,21.5
94041,84679,21.8
84679,84669,22.0
84669,84109,22.4
84109,85091,23.0
85091,85051,23.5
85051,85061,23.8
85061,85081,24.0
85081,85071,24.3
85071,84439,24.4
84439,84299,24.4
28009,28441,0.5
28441,28069,1.0
28069,28059,1.5
28059,28309,2.1
28309,20061,2.8
20061,20081,3.4
20081,21011,4.6
21011,21779,6.7
21779,21561,7.1
21561,21571,7.3
21571,21631,7.8
21631,21641,8.1
21641,21679,8.5
21679,21601,8.8
21601,21611,9.1
21611,21211,9.6
21211,28099,10.3
28099,28381,10.7
28381,28391,11.1
28391,28401,11.3
28401,28541,11.7
28541,28551,12.1
28551,28561,12.3
28561,28571,12.6
28571,28581,13.0
28581,28591,13.3
28591,28601,13.6
28601,28611,14.0
28611,28389,14.4
28389,28091,14.8
28091,21229,15.3
21229,21219,15.5
21219,21619,15.9
21619,21609,16.3
21609,21671,16.7
21671,21649,17.0
21649,21639,17.3
21639,21579,17.9
21579,21569,18.1
21569,21771,18.4
21771,21019,18.9
21019,20089,20.3
20089,20069,20.9
20069,20271,21.2
20271,28051,22.1
28051,28061,22.6
28061,28449,23.0
28449,28009,23.5
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,04167,2.1
04167,04249,2.4
04249,05029,2.8
05029,04222,3.4
04222,04211,3.7
04211,04331,4.0
04331,13109,4.3
13109,13211,4.6
13211,06151,5.2
06151,06141,5.7
06141,06131,6.0
06131,13121,6.3
13121,13141,6.7
13141,13191,7.3
13191,09048,8.0
09048,09038,8.6
09038,08138,9.0
08138,08057,9.4
08057,08079,9.9
08079,07011,10.1
07011,07021,10.5
07021,07539,10.8
07539,07589,11.2
07589,01559,11.5
01559,01549,11.7
01549,92071,18.9
92071,92081,19.2
92081,93011,19.6
93011,93021,20.0
93021,93031,20.6
93031,93041,21.1
93041,93139,21.4
93139,84159,21.8
84159,84039,23.0
84039,84301,23.6
84301,84311,23.9
84311,84321,24.2
84321,84341,24.5
84341,84221,24.9
84221,84251,25.5
84251,84261,25.9
84261,84271,26.4
84271,84591,26.8
84591,84431,27.2
84431,96259,28.3
96259,96169,28.6
96169,96171,29.0
96171,96291,29.3
96291,96209,29.7
96209,96041,30.1
96041,96051,30.5
96051,96061,30.9
96061,98011,32.7
98011,98091,33.1
98091,78211,33.6
78211,78201,34.0
78201,78231,34.4
78231,78241,34.8
78241,78089,35.1
78089,78101,35.5
78101,77009,36.1
77009,77191,36.8
77191,77201,37.2
77201,77211,37.5
77211,77221,38.0
77221,77169,38.4
77169,77319,38.6
77319,77309,38.9
77309,77061,39.1
77061,78049,39.3
78049,77019,39.5
77019,77029,39.9
77029,77039,40.3
77039,77049,40.7
77049,77059,41.1
77059,78069,41.4
78069,78059,41.8
77009,78109,0.8
78109,78119,1.3
78119,78129,1.8
78129,78139,2.2
78139,78149,2.6
78149,98109,2.9
98109,97121,3.3
97121,97111,3.6
97111,97059,4.0
97059,97049,4.4
97049,97039,4.7
97039,97019,5.2
97019,96069,6.0
96069,96059,6.4
96059,96049,6.7
96049,96201,7.0
96201,96191,7.3
96191,96261,7.7
96261,96161,8.0
96161,96251,8.3
96251,96281,8.7
96281,75059,10.0
75059,75069,10.7
75069,75349,11.1
75349,84609,11.4
84609,84639,11.7
84639,84619,11.9
84619,84629,12.2
84629,84479,12.5
84479,84469,12.9
84469,84481,13.5
84481,84701,14.0
84701,72031,14.3
72031,72041,14.6
72041,72051,15.0
72051,71091,15.5
71091,72019,15.9
72019,52079,23.7
52079,50059,24.6
50059,50049,24.8
50049,50037,25.1
50037,50069,25.8
50069,40129,26.1
40129,40189,26.6
40189,40179,26.8
40179,09219,27.6
09219,13199,28.3
13199,13159,28.8
13159,13139,29.2
13139,13119,29.4
13119,06129,29.8
06129,06069,30.3
06069,06051,30.7
06051,10141,31.0
10141,10151,31.4
10151,10161,31.6
10161,10379,32.0
10379,10081,32.5
10081,10009,33.2
10009,10009,0.0
10009,10089,0.7
10089,10371,1.1
10371,10169,1.7
10169,10149,2.3
10149,06071,2.5
06071,06081,2.7
06081,06131,3.2
06131,13121,3.5
13121,13141,3.9
13141,13191,4.5
13191,09212,5.1
09212,40171,5.7
40171,40181,6.0
40181,40121,6.4
40121,50061,6.7
50061,50031,7.3
50031,50041,7.6
50041,50051,7.8
50051,51011,8.1
51011,52071,9.0
52071,72011,16.7
72011,71099,17.0
71099,72059,17.6
72059,72049,18.0
72049,72039,18.3
72039,84709,18.6
84709,84489,19.1
84489,84461,19.5
84461,84471,19.9
84471,84621,20.3
84621,84611,20.7
84611,84631,20.9
84631,84601,21.1
84601,75341,21.5
75341,75061,21.9
75061,75051,22.6
75051,96289,23.9
96289,96259,24.4
96259,96169,24.7
96169,96269,25.1
96269,96199,25.5
96199,96209,25.9
96209,96041,26.2
96041,96051,26.5
96051,96061,26.9
96061,97011,27.8
97011,97031,28.3
97031,97041,28.6
97041,97051,29.0
97051,97119,29.5
97119,97129,29.8
97129,98101,30.2
98101,78141,30.6
78141,78131,31.0
78131,78121,31.4
78121,78111,31.9
78111,78101,32.3
78101,77009,32.9
53009,53221,0.6
53221,53239,1.0
53239,53249,1.5
53249,54539,1.9
54539,54311,2.3
54311,54321,2.6
54321,54331,3.0
54331,54391,3.6
54391,54341,4.0
54341,54351,4.5
54351,54471,4.9
54471,54481,5.2
54481,54491,5.7
54491,54501,6.0
54501,54651,6.3
54651,66451,6.6
66451,66461,6.9
66461,66471,7.2
66471,64121,7.5
64121,67079,7.8
67079,67069,8.2
67069,67059,8.5
67059,67049,8.9
67049,67081,9.2
67081,68011,9.5
68011,67491,10.0
67491,67481,10.4
67481,67471,10.6
67471,67321,11.1
67321,65801,11.3
65801,67379,11.6
67379,67381,11.9
67381,67391,12.2
67391,67401,12.7
67401,67101,13.2
67101,67111,13.5
67111,67121,13.9
67121,67531,14.2
67531,67521,14.5
67521,65521,15.1
65521,65231,15.6
65231,65181,15.9
65181,65321,16.3
65321,65311,16.8
65311,65301,17.3
65301,65351,18.0
65351,65009,18.5
65009,65009,0.0
65009,65359,0.6
65359,65309,1.3
65309,65319,1.8
65319,65329,2.3
65329,65189,2.8
65189,65239,3.2
65239,65529,3.6
65529,67529,4.3
67529,67539,4.7
67539,67129,5.0
67129,67119,5.2
67119,67109,5.6
67109,67409,6.0
67409,67399,6.5
67399,67389,6.8
67389,67371,7.2
67371,65809,7.4
65809,67329,7.7
67329,67479,8.2
67479,67489,8.6
67489,67499,8.9
67499,68019,9.4
68019,67089,9.6
67089,67041,10.0
67041,67051,10.3
67051,67061,10.6
67061,67071,11.1
67071,64129,11.4
64129,66479,11.8
66479,66459,12.2
66459,54659,12.6
54659,54509,13.1
54509,54499,13.3
54499,54489,13.9
54489,54479,14.2
54479,54359,14.5
54359,54349,14.9
54349,54399,15.3
54399,54339,15.8
54339,54329,16.2
54329,54319,16.5
54319,54531,16.9
54531,53241,17.2
53241,53231,17.8
53231,53229,18.3
53229,53009,18.7
22609,22191,0.1
22191,22181,0.4
22181,22461,0.7
22461,22451,1.1
22451,27301,1.4
27301,27369,1.8
27369,27359,2.1
27359,27389,2.7
27389,27379,3.0
27379,22599,3.5
22599,22449,3.7
22449,22489,4.1
22489,21399,4.5
21399,21421,4.9
21421,21241,5.3
21241,28539,5.7
28539,28409,6.0
28409,28529,6.3
28529,28519,6.8
28519,28509,7.0
28509,28499,7.5
28499,28469,7.9
28469,28459,8.3
28459,28339,8.7
28339,28329,9.1
28329,28631,9.5
28631,28641,9.8
28641,28651,10.4
28651,28049,11.0
28049,09169,25.6
09169,09179,25.9
09179,09048,26.4
09048,09038,27.0
09038,08138,27.4
08138,08057,27.8
08057,08069,28.3
08069,04179,28.6
04179,02049,29.0
02049,02151,29.6
02151,02161,30.3
02161,02171,30.6
02171,03509,31.5
03509,03519,31.8
03519,03539,32.4
03539,03529,32.8
03529,03129,33.4
03129,03217,33.8
03217,28041,48.0
28041,28659,48.6
28659,28649,49.3
28649,28639,49.6
28639,28321,50.0
28321,28331,50.4
28331,28451,50.9
28451,28461,51.3
28461,28491,51.8
28491,28501,52.2
28501,28511,52.6
28511,28521,52.9
28521,28401,53.2
28401,28531,53.5
28531,21249,54.1
21249,21429,54.5
21429,21391,54.9
21391,22481,55.3
22481,22441,55.8
22441,22591,56.1
22591,27371,56.5
27371,27381,56.9
27381,27351,57.6
27351,27361,57.9
27361,27309,58.3
27309,22459,58.6
22459,22469,58.8
22469,22189,59.1
